pct,size,max_time,max_dist,average_time,average_dist,geometric_time,geometric_dist,harmonic_time,harmonic_dist
25,135,0.7773685455322266,393,0.7584893703460693,238,0.7589066028594971,238,0.7583367824554443,251
0,117,0.444307804107666,0,0.41965699195861816,0,0.4179856777191162,0,0.42049741744995117,0
5,117,0.49384117126464844,75,0.46624183654785156,67,0.46819639205932617,67,0.4699666500091553,67
10,117,0.48129773139953613,168,0.4703953266143799,153,0.47128820419311523,151,0.4733543395996094,151
15,117,0.48690104484558105,178,0.4757728576660156,135,0.47671055793762207,133,0.4773244857788086,152
25,117,0.49259495735168457,216,0.48258471488952637,183,0.4875752925872803,182,0.4862082004547119,182
0,83,0.15143346786499023,0,0.14214277267456055,0,0.143690824508667,0,0.1420607566833496,0
5,83,0.15983247756958008,50,0.15618443489074707,65,0.15803003311157227,65,0.15623068809509277,65
10,83,0.16168546676635742,67,0.15965819358825684,53,0.15841197967529297,53,0.16469335556030273,53
15,83,0.16383719444274902,111,0.1589951515197754,90,0.15967082977294922,90,0.15906167030334473,90
25,83,0.16973614692687988,175,0.16059041023254395,119,0.16133689880371094,119,0.16337132453918457,119
0,74,0.1032111644744873,0,0.10652494430541992,0,0.10241293907165527,0,0.10210776329040527,0
5,74,0.11116147041320801,29,0.11178803443908691,35,0.11134982109069824,35,0.11144328117370605,35
10,74,0.11294221878051758,79,0.11430859565734863,63,0.11317133903503418,63,0.11653494834899902,63
15,74,0.11287808418273926,75,0.11322331428527832,80,0.11652064323425293,80,0.11286377906799316,88
25,74,0.11585402488708496,134,0.11446022987365723,121,0.1160130500793457,116,0.11489415168762207,116
0,59,0.054517507553100586,0,0.05429506301879883,0,0.05393171310424805,0,0.05520009994506836,0
5,59,0.05464506149291992,20,0.05528545379638672,28,0.05654311180114746,28,0.05544781684875488,28
10,59,0.05428147315979004,50,0.054601430892944336,52,0.055283546447753906,52,0.054995059967041016,52
15,59,0.05499982833862305,53,0.05583763122558594,79,0.05532217025756836,78,0.0559239387512207,78
25,59,0.055581092834472656,90,0.05597066879272461,83,0.056558847427368164,84,0.05643653869628906,84
0,52,0.03159475326538086,0,0.0335693359375,0,0.03319811820983887,0,0.03349423408508301,0
5,52,0.03550314903259277,16,0.03689408302307129,26,0.037236928939819336,26,0.03687620162963867,26
10,52,0.03417372703552246,36,0.036719322204589844,46,0.03697562217712402,46,0.0375673770904541,46
15,52,0.03597426414489746,62,0.03725600242614746,61,0.038118600845336914,46,0.03802847862243652,46
25,52,0.03642392158508301,94,0.03811526298522949,79,0.038338661193847656,80,0.03815507888793945,88
0,93,0.2022562026977539,0,0.19847393035888672,0,0.19801640510559082,0,0.19874358177185059,0
5,93,0.2255859375,63,0.2221684455871582,47,0.22218561172485352,47,0.22245454788208008,47
10,93,0.23618555068969727,106,0.22404694557189941,103,0.22846508026123047,103,0.22597718238830566,103
15,93,0.24330615997314453,146,0.22879290580749512,109,0.22924304008483887,109,0.2315363883972168,109
25,93,0.23488593101501465,200,0.23026633262634277,127,0.23141980171203613,129,0.2327573299407959,129
0,149,0.9211864471435547,0,0.8961927890777588,0,0.8979809284210205,0,0.8981661796569824,0
5,149,1.0687282085418701,131,1.0182461738586426,101,1.0183289051055908,101,1.0253190994262695,101
10,149,1.08347487449646,230,1.0338006019592285,208,1.037750482559204,209,1.0385093688964844,209
15,149,1.096489429473877,292,1.0487136840820312,209,1.0495457649230957,209,1.0415723323822021,211
25,149,1.108757495880127,447,1.014878273010254,330,1.0129594802856445,329,1.011338233947754,334
0,30,0.0044896602630615234,0,0.004815101623535156,0,0.004652738571166992,0,0.004675388336181641,0
5,30,0.0048160552978515625,14,0.005034208297729492,12,0.005094289779663086,12,0.005115985870361328,12
10,30,0.0049495697021484375,18,0.005160093307495117,14,0.005240201950073242,14,0.005227804183959961,14
15,30,0.004999876022338867,21,0.005403041839599609,13,0.005289554595947266,13,0.005892276763916016,13
25,30,0.005025625228881836,35,0.005233287811279297,30,0.005333423614501953,30,0.005330085754394531,30
0,42,0.01308584213256836,0,0.01509547233581543,0,0.013586759567260742,0,0.01347494125366211,0
5,42,0.013352394104003906,29,0.013666152954101562,12,0.013973712921142578,23,0.01383352279663086,23
10,42,0.013788938522338867,33,0.013844966888427734,43,0.013792276382446289,43,0.013790130615234375,43
15,42,0.013422489166259766,41,0.014200925827026367,37,0.013882875442504883,37,0.013851165771484375,37
25,42,0.013871431350708008,78,0.013913869857788086,50,0.013900279998779297,49,0.01389765739440918,54
0,107,0.30561208724975586,0,0.29511165618896484,0,0.2951955795288086,0,0.29511117935180664,0
5,107,0.36712121963500977,67,0.34630393981933594,66,0.35204410552978516,66,0.35121989250183105,66
10,107,0.36218929290771484,146,0.3688476085662842,106,0.3585090637207031,106,0.3598008155822754,106
15,107,0.3692753314971924,165,0.3724539279937744,165,0.3615894317626953,161,0.3609304428100586,161
25,107,0.38680171966552734,252,0.3652472496032715,176,0.36443495750427246,180,0.3644587993621826,178
0,69,0.08055853843688965,0,0.08051800727844238,0,0.07930850982666016,0,0.07955574989318848,0
5,69,0.08950614929199219,44,0.08888602256774902,36,0.08973479270935059,36,0.08850574493408203,36
10,69,0.09223556518554688,74,0.09049034118652344,98,0.09048318862915039,123,0.0909571647644043,123
15,69,0.0908360481262207,86,0.09066462516784668,117,0.09361004829406738,117,0.09563541412353516,117
25,69,0.09221768379211426,131,0.09100699424743652,144,0.17429709434509277,144,0.09287548065185547,144
0,90,0.1869056224822998,0,0.18319463729858398,0,0.18247079849243164,0,0.1842050552368164,0
5,90,0.21464037895202637,67,0.2065737247467041,61,0.20388054847717285,61,0.20336651802062988,61
10,90,0.20952200889587402,95,0.2057955265045166,91,0.20644354820251465,91,0.20804452896118164,91
15,90,0.21191167831420898,146,0.21030855178833008,121,0.20835351943969727,119,0.2086491584777832,119
25,90,0.21354269981384277,191,0.20977449417114258,132,0.21204209327697754,132,0.2097771167755127,132
0,64,0.07110261917114258,0,0.07459688186645508,0,0.07122564315795898,0,0.07221674919128418,0
5,64,0.07191252708435059,28,0.07238578796386719,27,0.07313966751098633,27,0.07283926010131836,27
10,64,0.07353711128234863,58,0.07292699813842773,54,0.07377982139587402,57,0.07609415054321289,57
15,64,0.07348370552062988,117,0.07339119911193848,78,0.074005126953125,78,0.07376313209533691,78
25,64,0.07367229461669922,96,0.07423853874206543,91,0.07661747932434082,91,0.07425856590270996,91
0,28,0.004050493240356445,0,0.004193305969238281,0,0.0042345523834228516,0,0.004275083541870117,0
5,28,0.004090309143066406,4,0.004282474517822266,4,0.004602670669555664,4,0.0043942928314208984,4
10,28,0.004105806350708008,14,0.004492282867431641,13,0.0046155452728271484,13,0.004492521286010742,13
15,28,0.004225492477416992,9,0.004454612731933594,25,0.004917144775390625,25,0.0045986175537109375,25
25,28,0.004250049591064453,26,0.004561901092529297,27,0.004549741744995117,27,0.004561901092529297,27
0,83,0.15410804748535156,0,0.14245104789733887,0,0.14257454872131348,0,0.14290904998779297,0
5,83,0.15981340408325195,50,0.15788698196411133,52,0.15655207633972168,53,0.15668034553527832,53
10,83,0.16092395782470703,93,0.15879130363464355,65,0.15927529335021973,65,0.15987730026245117,65
15,83,0.1648709774017334,78,0.15989136695861816,84,0.1599864959716797,84,0.16011381149291992,86
25,83,0.16461181640625,191,0.16760706901550293,130,0.16128301620483398,134,0.16346311569213867,127
0,45,0.015807151794433594,0,0.016927242279052734,0,0.017751216888427734,0,0.018236160278320312,0
5,45,0.018256187438964844,29,0.020465850830078125,25,0.021148681640625,25,0.02130722999572754,25
10,45,0.019535541534423828,37,0.02163982391357422,57,0.021739721298217773,57,0.023346900939941406,57
15,45,0.019861698150634766,45,0.021073341369628906,45,0.022010087966918945,45,0.02348804473876953,45
25,45,0.018951416015625,55,0.02247166633605957,56,0.022909164428710938,63,0.022129058837890625,60
0,104,0.2952601909637451,0,0.28484368324279785,0,0.2855098247528076,0,0.2977869510650635,0
5,104,0.3267538547515869,65,0.32003235816955566,38,0.32157254219055176,38,0.32300448417663574,38
10,104,0.33138585090637207,103,0.3249039649963379,84,0.336625337600708,84,0.32773494720458984,84
15,104,0.3363344669342041,142,0.3272979259490967,125,0.33055710792541504,125,0.3395204544067383,125
25,104,0.3394036293029785,294,0.34334897994995117,187,0.33236145973205566,187,0.33405160903930664,187
0,81,0.14347290992736816,0,0.13906335830688477,0,0.1405644416809082,0,0.14003229141235352,0
5,81,0.14849352836608887,34,0.14633464813232422,29,0.14563822746276855,29,0.1510636806488037,29
10,81,0.14750909805297852,84,0.14640116691589355,58,0.14526677131652832,58,0.14627790451049805,58
15,81,0.15003108978271484,116,0.1455705165863037,71,0.14600324630737305,71,0.14747166633605957,71
25,81,0.1522815227508545,144,0.15127825736999512,144,0.15547657012939453,144,0.14887356758117676,144
0,139,0.7316949367523193,0,0.7360563278198242,0,0.7132213115692139,0,0.7141215801239014,0
5,139,0.8161194324493408,105,0.7983770370483398,125,0.8014976978302002,125,0.8010783195495605,125
10,139,0.8248686790466309,176,0.810488224029541,173,0.8126082420349121,172,0.8133084774017334,172
15,139,0.8610761165618896,211,0.8188457489013672,201,0.8198451995849609,205,0.81675124168396,205
25,139,0.8733551502227783,391,0.8258662223815918,241,0.8313002586364746,241,0.8300330638885498,245
0,35,0.008030891418457031,0,0.007899045944213867,0,0.008126497268676758,0,0.008130788803100586,0
5,35,0.008269071578979492,4,0.008121013641357422,11,0.008357048034667969,11,0.008257150650024414,11
10,35,0.008474588394165039,13,0.008554458618164062,11,0.008347749710083008,11,0.008489370346069336,11
15,35,0.008583307266235352,25,0.00884556770324707,15,0.009008169174194336,12,0.008806467056274414,12
25,35,0.008982658386230469,42,0.00843954086303711,33,0.00883793830871582,33,0.009121179580688477,30
0,49,0.020557880401611328,0,0.02617192268371582,0,0.024525165557861328,0,0.021857500076293945,0
5,49,0.02501225471496582,16,0.024968624114990234,13,0.028203964233398438,13,0.027147531509399414,13
10,49,0.025530099868774414,33,0.02742624282836914,27,0.02905416488647461,27,0.028569459915161133,27
15,49,0.02585625648498535,74,0.02820897102355957,72,0.02934098243713379,72,0.0290374755859375,72
25,49,0.026124000549316406,58,0.028197765350341797,57,0.02901768684387207,61,0.029156208038330078,59
0,81,0.13509798049926758,0,0.13201308250427246,0,0.13324308395385742,0,0.13289284706115723,0
5,81,0.14347290992736816,45,0.14048552513122559,32,0.14116954803466797,34,0.1413867473602295,34
10,81,0.1476128101348877,96,0.14317584037780762,82,0.14332199096679688,78,0.14351630210876465,78
15,81,0.14678144454956055,118,0.14249658584594727,112,0.1436443328857422,112,0.15274643898010254,112
25,81,0.14932751655578613,168,0.15078115463256836,114,0.14865326881408691,114,0.1470346450805664,114
0,73,0.09528279304504395,0,0.09174609184265137,0,0.09290456771850586,0,0.09570026397705078,0
5,73,0.1026756763458252,58,0.10209989547729492,35,0.10253620147705078,35,0.10350513458251953,35
10,73,0.10589599609375,61,0.10408782958984375,70,0.1054525375366211,73,0.10601186752319336,73
15,73,0.10380172729492188,94,0.10581612586975098,110,0.10497093200683594,110,0.10611677169799805,110
25,73,0.10539531707763672,146,0.10594987869262695,145,0.10840249061584473,144,0.10650253295898438,144
0,58,0.045970916748046875,0,0.04414629936218262,0,0.048111915588378906,0,0.047241926193237305,0
5,58,0.04658937454223633,33,0.05005764961242676,22,0.04766964912414551,22,0.05218768119812012,22
10,58,0.04509091377258301,56,0.05087733268737793,48,0.04915142059326172,47,0.05081892013549805,47
15,58,0.046079158782958984,78,0.051052093505859375,65,0.049776554107666016,66,0.05097794532775879,66
25,58,0.04698920249938965,89,0.051778554916381836,55,0.0501706600189209,55,0.051482439041137695,55
0,45,0.015178203582763672,0,0.016194581985473633,0,0.015537261962890625,0,0.01681232452392578,0
5,45,0.017892122268676758,23,0.019060850143432617,41,0.019298315048217773,41,0.021031856536865234,41
10,45,0.019084453582763672,32,0.02062058448791504,37,0.020789146423339844,36,0.019198179244995117,36
15,45,0.019591331481933594,53,0.021178245544433594,54,0.02164435386657715,57,0.02151632308959961,57
25,45,0.018805980682373047,77,0.021763324737548828,53,0.020522117614746094,53,0.019732236862182617,53
0,147,0.8584225177764893,0,0.8672943115234375,0,0.8365333080291748,0,0.8369455337524414,0
5,147,0.9974942207336426,167,0.9492015838623047,142,0.9561619758605957,142,0.95558762550354,142
10,147,0.9850201606750488,235,0.9939248561859131,194,0.9739398956298828,194,0.9696357250213623,194
15,147,0.9971272945404053,240,0.9750380516052246,237,0.9787781238555908,241,0.9772670269012451,242
25,147,1.0454659461975098,299,0.9943192005157471,275,1.000121831893921,280,0.9986047744750977,280
0,50,0.02695012092590332,0,0.028567790985107422,0,0.029372692108154297,0,0.029264450073242188,0
5,50,0.027405977249145508,30,0.030846595764160156,20,0.030573368072509766,18,0.03136014938354492,18
10,50,0.028127670288085938,36,0.031017780303955078,31,0.0312039852142334,31,0.03255772590637207,31
15,50,0.02679586410522461,57,0.03114032745361328,56,0.03216361999511719,57,0.03222370147705078,57
25,50,0.028248071670532227,81,0.029735565185546875,69,0.03229522705078125,69,0.032258033752441406,69
0,127,0.5507888793945312,0,0.5343639850616455,0,0.5577523708343506,0,0.5305254459381104,0
5,127,0.615006685256958,91,0.6238763332366943,87,0.6045067310333252,87,0.6079678535461426,87
10,127,0.6478548049926758,179,0.6115713119506836,179,0.61366868019104,180,0.6134257316589355,180
15,127,0.6471478939056396,237,0.6115984916687012,168,0.6138327121734619,168,0.613243818283081,168
25,127,0.6436984539031982,316,0.625828742980957,234,0.6289961338043213,239,0.6301233768463135,239
0,73,0.09719157218933105,0,0.09583258628845215,0,0.09613966941833496,0,0.09641885757446289,0
5,73,0.10478734970092773,43,0.10523271560668945,32,0.10840606689453125,32,0.10588335990905762,32
10,73,0.10721778869628906,56,0.10683202743530273,63,0.10660386085510254,63,0.10735559463500977,63
15,73,0.10779213905334473,70,0.10800719261169434,49,0.10746240615844727,49,0.10822153091430664,49
25,73,0.10965943336486816,138,0.10774064064025879,87,0.10888266563415527,86,0.10815024375915527,86
0,162,1.2091126441955566,0,1.1270537376403809,0,1.1350059509277344,0,1.1311850547790527,0
5,162,1.3641440868377686,139,1.2867536544799805,120,1.298705816268921,120,1.2907211780548096,120
10,162,1.3428351879119873,237,1.3075299263000488,226,1.3157234191894531,226,1.3096215724945068,226
15,162,1.4009230136871338,327,1.3190913200378418,281,1.3257391452789307,281,1.3056690692901611,281
25,162,1.3523333072662354,542,1.2692158222198486,349,1.2693908214569092,349,1.3096745014190674,349
0,33,0.0072193145751953125,0,0.007605552673339844,0,0.0073130130767822266,0,0.008471250534057617,0
5,33,0.007119178771972656,2,0.00801992416381836,2,0.008558273315429688,2,0.008519887924194336,2
10,33,0.0072824954986572266,13,0.00801706314086914,11,0.007940292358398438,11,0.008063316345214844,11
15,33,0.00718998908996582,34,0.007855415344238281,36,0.00829935073852539,36,0.008408546447753906,36
25,33,0.007730722427368164,41,0.008589982986450195,34,0.008823871612548828,34,0.008811473846435547,34
0,38,0.010820150375366211,0,0.012717485427856445,0,0.012794971466064453,0,0.013273239135742188,0
5,38,0.011310815811157227,17,0.012397050857543945,14,0.01308894157409668,14,0.01289820671081543,14
10,38,0.011222362518310547,16,0.011950969696044922,25,0.015023231506347656,22,0.013709545135498047,22
15,38,0.011382818222045898,39,0.013269662857055664,31,0.014038562774658203,31,0.013744115829467773,31
25,38,0.011871814727783203,60,0.013232231140136719,57,0.014057159423828125,62,0.013873100280761719,61
0,36,0.008645772933959961,0,0.009638071060180664,0,0.01181650161743164,0,0.01100611686706543,0
5,36,0.009699583053588867,18,0.010906457901000977,5,0.010068416595458984,5,0.010166645050048828,5
10,36,0.009709596633911133,19,0.011087894439697266,18,0.011099815368652344,18,0.011142492294311523,18
15,36,0.009462118148803711,21,0.010442733764648438,12,0.011288881301879883,10,0.011446714401245117,13
25,36,0.009389162063598633,44,0.01169133186340332,32,0.010851860046386719,33,0.01230001449584961,33
0,128,0.5672922134399414,0,0.5683178901672363,0,0.5500690937042236,0,0.5494740009307861,0
5,128,0.6373152732849121,106,0.6211121082305908,96,0.6231124401092529,97,0.6242458820343018,97
10,128,0.6640770435333252,178,0.6282110214233398,148,0.6315536499023438,141,0.6286721229553223,141
