M;109;0.012722253799438477
S;109;0.09729552268981934
M;290;0.14769268035888672
S;290;0.05985069274902344
M;179;0.025925397872924805
S;179;0.02795696258544922
M;147;0.026964664459228516
S;147;0.0978703498840332
M;313;0.08934450149536133
S;313;0.1972663402557373
M;152;0.043202877044677734
S;152;0.10790538787841797
M;1000;1.1317129135131836
S;1000;0.9203228950500488
M;150;0.06819391250610352
S;150;0.01913738250732422
M;108;0.009850502014160156
S;108;0.00951838493347168
M;415;1.4707159996032715
S;415;0.29881763458251953
M;123;0.011434078216552734
S;123;0.012907981872558594
M;109;0.009903430938720703
S;109;0.011532783508300781
M;463;0.0952146053314209
S;463;0.17342400550842285
M;107;0.012781381607055664
S;107;0.013221502304077148
M;105;0.018404006958007812
S;105;0.01865553855895996
M;342;0.2600972652435303
S;342;0.4859147071838379
M;173;0.024342775344848633
S;173;0.02469348907470703
M;111;0.010293006896972656
S;111;0.01106119155883789
M;1500;1.496532678604126
S;1500;1.5995235443115234
M;169;0.022336959838867188
S;169;0.02335667610168457
M;112;0.022168874740600586
S;112;0.024798870086669922
M;240;0.03197741508483887
S;240;0.0351865291595459
M;597;0.31049394607543945
S;597;0.38646650314331055
M;108;0.016577959060668945
S;108;0.017551660537719727
M;226;0.1045830249786377
S;226;0.040040016174316406
M;235;0.0341336727142334
S;235;0.09441661834716797
M;276;0.11852669715881348
S;276;0.04396843910217285
M;106;0.01845526695251465
S;106;0.0205535888671875
M;168;0.0842733383178711
S;168;0.02249932289123535
M;127;0.016675710678100586
S;127;0.017841815948486328
M;545;62.033045530319214
S;545;0.5527405738830566
M;102;0.012909412384033203
S;102;0.013976335525512695
M;145;0.019840717315673828
S;145;0.017030000686645508
M;2000;TIMEOUT
S;2000;7.287482261657715
M;170;0.0822758674621582
S;170;0.024631738662719727
M;141;0.029760122299194336
S;141;0.0310516357421875
M;213;0.03943276405334473
S;213;0.0384066104888916
M;182;0.1545701026916504
S;182;0.05015420913696289
M;616;0.43147802352905273
S;616;0.4262552261352539
M;218;0.13217926025390625
S;218;0.03972649574279785
M;529;0.45113086700439453
S;529;0.678673267364502
M;217;0.03968524932861328
S;217;0.04490303993225098
M;143;0.16392111778259277
S;143;0.08095335960388184
M;181;0.04213905334472656
S;181;0.041974782943725586
M;150;0.1797645092010498
S;150;0.21539664268493652
M;676;0.3639702796936035
S;676;0.21933197975158691
M;101;0.014964818954467773
S;101;0.01709604263305664
M;272;0.12079143524169922
S;272;0.054251670837402344
M;222;0.13875579833984375
S;222;0.047603607177734375
M;175;0.10492420196533203
S;175;0.03542637825012207
M;2500;8.791674137115479
S;2500;8.7714204788208
M;113;0.0145263671875
S;113;0.015789031982421875
M;438;0.3115086555480957
S;438;0.4104158878326416
M;104;0.026409149169921875
S;104;0.02943873405456543
M;257;0.07259249687194824
S;257;0.07208514213562012
M;111;0.018386363983154297
S;111;0.01858806610107422
M;276;0.06697225570678711
S;276;0.06799006462097168
M;738;0.70615553855896
S;738;0.9704270362854004
M;104;0.015613317489624023
S;104;0.016144275665283203
M;366;1.2277369499206543
S;366;0.3686685562133789
M;150;0.0313258171081543
S;150;0.12245059013366699
M;413;0.23046588897705078
S;413;0.1122598648071289
M;121;0.022161483764648438
S;121;0.023092985153198242
M;253;0.10613250732421875
S;253;0.18255186080932617
M;110;0.2475569248199463
S;110;0.05664682388305664
M;279;0.16085410118103027
S;279;0.07018184661865234
M;1033;1.9376158714294434
S;1033;2.4514739513397217
M;139;0.025928020477294922
S;139;0.028049707412719727
M;318;0.4329841136932373
S;318;0.29503917694091797
M;208;0.0400087833404541
S;208;0.0422062873840332
M;3000;TIMEOUT
S;3000;29.455488920211792
M;107;0.010950088500976562
S;107;0.09303998947143555
M;140;0.024970531463623047
S;140;0.026630878448486328
M;418;0.08777976036071777
S;418;0.3220992088317871
M;103;0.010978937149047852
S;103;0.028464317321777344
M;175;0.02393174171447754
S;175;0.024880409240722656
M;121;0.016927242279052734
S;121;0.018154382705688477
M;249;0.053102970123291016
S;249;0.04641437530517578
M;163;0.026506900787353516
S;163;0.026747465133666992
M;102;0.009518861770629883
S;102;0.010597467422485352
M;751;11.65552830696106
S;751;0.9413504600524902
M;197;0.023654699325561523
S;197;0.025468111038208008
M;410;8.900079250335693
S;410;0.45211029052734375
M;232;0.03713393211364746
S;232;0.04059410095214844
M;131;0.036975860595703125
S;131;0.03832125663757324
M;144;0.014105081558227539
S;144;0.014991044998168945
M;482;0.09416437149047852
S;482;0.25485897064208984
M;1228;0.48912477493286133
S;1228;0.9882411956787109
M;253;0.04408979415893555
S;253;0.03961539268493652
M;107;0.012775182723999023
S;107;0.013511180877685547
M;103;0.011588573455810547
S;103;0.011407613754272461
M;349;0.20697450637817383
S;349;0.06440925598144531
M;170;0.018854618072509766
S;170;0.021106958389282227
M;104;0.008780956268310547
